,Solar,Wind,Waste,Biogas,Sewage_gas,Biomass_1_crops,Biomass_2_waste
2020-01-17 21:00:00,22.130147916457524,24424.667999999998,,,,,
2020-01-17 22:00:00,23.08663035689837,30669.843,,,,,
2020-01-17 23:00:00,16.841132540277467,32128.514,,,,,
2020-01-18 00:00:00,17.12283280130501,35480.022,,,,,
2020-01-18 01:00:00,17.54532901847223,26669.097,,,,,
2020-01-18 02:00:00,24.115536395623646,28594.62,,,,,
2020-01-18 03:00:00,17.531637011434402,27147.945,,,,,
2020-01-18 04:00:00,27.34098205353454,27831.093,,,,,
2020-01-18 05:00:00,24.37764053034776,26412.14,,,,,
2020-01-18 06:00:00,24.933144815882443,21525.39,,,,,
2020-01-18 07:00:00,38.30436768882292,21264.849,,,,,
2020-01-18 08:00:00,6833.974112730122,18102.909,,,,,
2020-01-18 09:00:00,122234.18988957965,12283.678,,,,,
2020-01-18 10:00:00,351912.8235706635,9352.644,,,,,
2020-01-18 11:00:00,556066.9742119113,9852.387,,,,,
2020-01-18 12:00:00,656409.1783527943,9559.078000000001,,,,,
2020-01-18 13:00:00,641308.4437428676,8147.0560000000005,,,,,
2020-01-18 14:00:00,524916.0288520181,7863.262,,,,,
2020-01-18 15:00:00,327047.61458170076,7544.347,,,,,
2020-01-18 16:00:00,108690.20909583989,6681.7970000000005,,,,,
2020-01-18 17:00:00,5874.5438835735185,5258.349,,,,,
2020-01-18 18:00:00,167.53931011685845,3329.772,,,,,
2020-01-18 19:00:00,138.07802297346618,3104.389,,,,,
2020-01-18 20:00:00,119.20065727031395,3890.433,,,,,
2020-01-18 21:00:00,57.02525331154285,3586.932,,,,,
2020-01-18 22:00:00,33.30091711699996,3403.176,,,,,
2020-01-18 23:00:00,29.604075216786754,4742.033,,,,,
2020-01-19 00:00:00,29.455416480334748,6222.401,,,,,
2020-01-19 01:00:00,22.92041771143918,9764.993,,,,,
2020-01-19 02:00:00,17.45926339753423,8361.304,,,,,
2020-01-19 03:00:00,20.50475668791747,6161.651,,,,,
2020-01-19 04:00:00,22.132149377447885,8008.326,,,,,
